Date,SKU,Style,Units_Sold,Price,Is_Holiday,Is_Promo
2024-08-12,SKU001,Shirt,11,124.33,0,0
2024-08-12,SKU002,Pants,9,149.2,0,0
2024-08-12,SKU003,Jacket,6,248.66,0,0
2024-08-12,SKU004,Dress,8,186.5,0,0
2024-08-12,SKU005,Skirt,6,161.63,0,0
2024-08-13,SKU001,Shirt,13,124.36,0,0
2024-08-13,SKU002,Pants,11,149.24,0,0
2024-08-13,SKU003,Jacket,7,248.73,0,0
2024-08-13,SKU004,Dress,6,186.55,0,0
2024-08-13,SKU005,Skirt,6,161.67,0,0
2024-08-14,SKU001,Shirt,13,124.4,0,0
2024-08-14,SKU002,Pants,9,149.28,0,0
2024-08-14,SKU003,Jacket,6,248.79,0,0
2024-08-14,SKU004,Dress,8,186.59,0,0
2024-08-14,SKU005,Skirt,6,161.71,0,0
2024-08-15,SKU001,Shirt,19,124.43,1,0
2024-08-15,SKU002,Pants,13,149.31,1,0
2024-08-15,SKU003,Jacket,9,248.86,1,0
2024-08-15,SKU004,Dress,12,186.64,1,0
2024-08-15,SKU005,Skirt,10,161.76,1,0
2024-08-16,SKU001,Shirt,11,124.46,0,0
2024-08-16,SKU002,Pants,11,149.35,0,0
2024-08-16,SKU003,Jacket,7,248.92,0,0
2024-08-16,SKU004,Dress,8,186.69,0,0
2024-08-16,SKU005,Skirt,5,161.8,0,0
2024-08-17,SKU001,Shirt,14,124.49,0,0
2024-08-17,SKU002,Pants,10,149.39,0,0
2024-08-17,SKU003,Jacket,9,248.99,0,0
2024-08-17,SKU004,Dress,9,186.74,0,0
2024-08-17,SKU005,Skirt,7,161.84,0,0
2024-08-18,SKU001,Shirt,13,124.53,0,0
2024-08-18,SKU002,Pants,11,149.43,0,0
2024-08-18,SKU003,Jacket,8,249.05,0,0
2024-08-18,SKU004,Dress,9,186.79,0,0
2024-08-18,SKU005,Skirt,6,161.88,0,0
2024-08-19,SKU001,Shirt,13,124.56,0,0
2024-08-19,SKU002,Pants,9,149.47,0,0
2024-08-19,SKU003,Jacket,7,249.12,0,0
2024-08-19,SKU004,Dress,10,186.84,0,0
2024-08-19,SKU005,Skirt,5,161.93,0,0
2024-08-20,SKU001,Shirt,12,124.59,0,0
2024-08-20,SKU002,Pants,10,149.51,0,0
2024-08-20,SKU003,Jacket,5,249.18,0,0
2024-08-20,SKU004,Dress,10,186.89,0,0
2024-08-20,SKU005,Skirt,6,161.97,0,0
2024-08-21,SKU001,Shirt,10,124.62,0,0
2024-08-21,SKU002,Pants,9,149.55,0,0
2024-08-21,SKU003,Jacket,8,249.25,0,0
2024-08-21,SKU004,Dress,7,186.94,0,0
2024-08-21,SKU005,Skirt,6,162.01,0,0
2024-08-22,SKU001,Shirt,12,124.66,0,0
2024-08-22,SKU002,Pants,9,149.59,0,0
2024-08-22,SKU003,Jacket,7,249.31,0,0
2024-08-22,SKU004,Dress,8,186.98,0,0
2024-08-22,SKU005,Skirt,6,162.05,0,0
2024-08-23,SKU001,Shirt,11,124.69,0,0
2024-08-23,SKU002,Pants,9,149.63,0,0
2024-08-23,SKU003,Jacket,7,249.38,0,0
2024-08-23,SKU004,Dress,8,187.03,0,0
2024-08-23,SKU005,Skirt,6,162.1,0,0
2024-08-24,SKU001,Shirt,12,124.72,0,0
2024-08-24,SKU002,Pants,12,149.67,0,0
2024-08-24,SKU003,Jacket,8,249.44,0,0
2024-08-24,SKU004,Dress,9,187.08,0,0
2024-08-24,SKU005,Skirt,6,162.14,0,0
2024-08-25,SKU001,Shirt,14,124.75,0,0
2024-08-25,SKU002,Pants,11,149.7,0,0
2024-08-25,SKU003,Jacket,8,249.51,0,0
2024-08-25,SKU004,Dress,10,187.13,0,0
2024-08-25,SKU005,Skirt,6,162.18,0,0
2024-08-26,SKU001,Shirt,12,124.79,0,0
2024-08-26,SKU002,Pants,10,149.74,0,0
2024-08-26,SKU003,Jacket,7,249.57,0,0
2024-08-26,SKU004,Dress,10,187.18,0,0
2024-08-26,SKU005,Skirt,6,162.22,0,0
2024-08-27,SKU001,Shirt,13,124.82,0,0
2024-08-27,SKU002,Pants,10,149.78,0,0
2024-08-27,SKU003,Jacket,7,249.64,0,0
2024-08-27,SKU004,Dress,9,187.23,0,0
2024-08-27,SKU005,Skirt,5,162.26,0,0
2024-08-28,SKU001,Shirt,13,124.85,0,0
2024-08-28,SKU002,Pants,10,149.82,0,0
2024-08-28,SKU003,Jacket,8,249.7,0,0
2024-08-28,SKU004,Dress,7,187.28,0,0
2024-08-28,SKU005,Skirt,6,162.31,0,0
2024-08-29,SKU001,Shirt,11,124.88,0,0
2024-08-29,SKU002,Pants,10,149.86,0,0
2024-08-29,SKU003,Jacket,7,249.77,0,0
2024-08-29,SKU004,Dress,8,187.33,0,0
2024-08-29,SKU005,Skirt,7,162.35,0,0
2024-08-30,SKU001,Shirt,12,124.92,0,0
2024-08-30,SKU002,Pants,11,149.9,0,0
2024-08-30,SKU003,Jacket,7,249.83,0,0
2024-08-30,SKU004,Dress,9,187.38,0,0
2024-08-30,SKU005,Skirt,6,162.39,0,0
2024-08-31,SKU001,Shirt,15,124.95,0,0
2024-08-31,SKU002,Pants,13,149.94,0,0
2024-08-31,SKU003,Jacket,8,249.9,0,0
2024-08-31,SKU004,Dress,8,187.42,0,0
2024-08-31,SKU005,Skirt,8,162.43,0,0
2024-09-01,SKU001,Shirt,12,124.98,0,0
2024-09-01,SKU002,Pants,10,149.98,0,0
2024-09-01,SKU003,Jacket,8,249.96,0,0
2024-09-01,SKU004,Dress,9,187.47,0,0
2024-09-01,SKU005,Skirt,7,162.48,0,0
2024-09-02,SKU001,Shirt,12,125.01,0,0
2024-09-02,SKU002,Pants,11,150.02,0,0
2024-09-02,SKU003,Jacket,7,250.03,0,0
2024-09-02,SKU004,Dress,8,187.52,0,0
2024-09-02,SKU005,Skirt,6,162.52,0,0
2024-09-03,SKU001,Shirt,12,125.05,0,0
2024-09-03,SKU002,Pants,10,150.06,0,0
2024-09-03,SKU003,Jacket,6,250.09,0,0
2024-09-03,SKU004,Dress,9,187.57,0,0
2024-09-03,SKU005,Skirt,6,162.56,0,0
2024-09-04,SKU001,Shirt,12,125.08,0,0
2024-09-04,SKU002,Pants,9,150.1,0,0
2024-09-04,SKU003,Jacket,7,250.16,0,0
2024-09-04,SKU004,Dress,7,187.62,0,0
2024-09-04,SKU005,Skirt,6,162.6,0,0
2024-09-05,SKU001,Shirt,14,125.11,0,0
2024-09-05,SKU002,Pants,11,150.14,0,0
2024-09-05,SKU003,Jacket,7,250.23,0,0
2024-09-05,SKU004,Dress,7,187.67,0,0
2024-09-05,SKU005,Skirt,6,162.65,0,0
2024-09-06,SKU001,Shirt,11,125.15,0,0
2024-09-06,SKU002,Pants,9,150.17,0,0
2024-09-06,SKU003,Jacket,6,250.29,0,0
2024-09-06,SKU004,Dress,7,187.72,0,0
2024-09-06,SKU005,Skirt,5,162.69,0,0
2024-09-07,SKU001,Shirt,14,125.18,0,0
2024-09-07,SKU002,Pants,12,150.21,0,0
2024-09-07,SKU003,Jacket,8,250.36,0,0
2024-09-07,SKU004,Dress,8,187.77,0,0
2024-09-07,SKU005,Skirt,6,162.73,0,0
2024-09-08,SKU001,Shirt,15,125.21,0,0
2024-09-08,SKU002,Pants,10,150.25,0,0
2024-09-08,SKU003,Jacket,9,250.42,0,0
2024-09-08,SKU004,Dress,10,187.82,0,0
2024-09-08,SKU005,Skirt,6,162.77,0,0
2024-09-09,SKU001,Shirt,13,125.24,0,0
2024-09-09,SKU002,Pants,8,150.29,0,0
2024-09-09,SKU003,Jacket,8,250.49,0,0
2024-09-09,SKU004,Dress,9,187.87,0,0
2024-09-09,SKU005,Skirt,5,162.82,0,0
2024-09-10,SKU001,Shirt,13,125.28,0,0
2024-09-10,SKU002,Pants,10,150.33,0,0
2024-09-10,SKU003,Jacket,8,250.55,0,0
2024-09-10,SKU004,Dress,7,187.91,0,0
2024-09-10,SKU005,Skirt,6,162.86,0,0
2024-09-11,SKU001,Shirt,11,125.31,0,0
2024-09-11,SKU002,Pants,9,150.37,0,0
2024-09-11,SKU003,Jacket,7,250.62,0,0
2024-09-11,SKU004,Dress,8,187.96,0,0
2024-09-11,SKU005,Skirt,6,162.9,0,0
2024-09-12,SKU001,Shirt,15,125.34,0,0
2024-09-12,SKU002,Pants,11,150.41,0,0
2024-09-12,SKU003,Jacket,7,250.68,0,0
2024-09-12,SKU004,Dress,8,188.01,0,0
2024-09-12,SKU005,Skirt,6,162.94,0,0
2024-09-13,SKU001,Shirt,12,125.37,0,0
2024-09-13,SKU002,Pants,11,150.45,0,0
2024-09-13,SKU003,Jacket,7,250.75,0,0
2024-09-13,SKU004,Dress,8,188.06,0,0
2024-09-13,SKU005,Skirt,6,162.99,0,0
2024-09-14,SKU001,Shirt,12,125.41,0,0
2024-09-14,SKU002,Pants,11,150.49,0,0
2024-09-14,SKU003,Jacket,9,250.81,0,0
2024-09-14,SKU004,Dress,9,188.11,0,0
2024-09-14,SKU005,Skirt,8,163.03,0,0
2024-09-15,SKU001,Shirt,14,125.44,0,0
2024-09-15,SKU002,Pants,10,150.53,0,0
2024-09-15,SKU003,Jacket,8,250.88,0,0
2024-09-15,SKU004,Dress,8,188.16,0,0
2024-09-15,SKU005,Skirt,7,163.07,0,0
2024-09-16,SKU001,Shirt,13,125.47,0,0
2024-09-16,SKU002,Pants,10,150.57,0,0
2024-09-16,SKU003,Jacket,7,250.95,0,0
2024-09-16,SKU004,Dress,8,188.21,0,0
2024-09-16,SKU005,Skirt,6,163.11,0,0
2024-09-17,SKU001,Shirt,13,125.51,0,0
2024-09-17,SKU002,Pants,8,150.61,0,0
2024-09-17,SKU003,Jacket,6,251.01,0,0
2024-09-17,SKU004,Dress,8,188.26,0,0
2024-09-17,SKU005,Skirt,6,163.16,0,0
2024-09-18,SKU001,Shirt,12,125.54,0,0
2024-09-18,SKU002,Pants,9,150.65,0,0
2024-09-18,SKU003,Jacket,6,251.08,0,0
2024-09-18,SKU004,Dress,9,188.31,0,0
2024-09-18,SKU005,Skirt,7,163.2,0,0
2024-09-19,SKU001,Shirt,9,125.57,0,0
2024-09-19,SKU002,Pants,10,150.69,0,0
2024-09-19,SKU003,Jacket,7,251.14,0,0
2024-09-19,SKU004,Dress,8,188.36,0,0
2024-09-19,SKU005,Skirt,7,163.24,0,0
2024-09-20,SKU001,Shirt,12,125.6,0,0
2024-09-20,SKU002,Pants,10,150.72,0,0
2024-09-20,SKU003,Jacket,7,251.21,0,0
2024-09-20,SKU004,Dress,9,188.41,0,0
2024-09-20,SKU005,Skirt,6,163.28,0,0
2024-09-21,SKU001,Shirt,12,125.64,0,0
2024-09-21,SKU002,Pants,11,150.76,0,0
2024-09-21,SKU003,Jacket,7,251.27,0,0
2024-09-21,SKU004,Dress,8,188.45,0,0
2024-09-21,SKU005,Skirt,7,163.33,0,0
2024-09-22,SKU001,Shirt,15,125.67,0,0
2024-09-22,SKU002,Pants,10,150.8,0,0
2024-09-22,SKU003,Jacket,10,251.34,0,0
2024-09-22,SKU004,Dress,11,188.5,0,0
2024-09-22,SKU005,Skirt,6,163.37,0,0
2024-09-23,SKU001,Shirt,10,125.7,0,0
2024-09-23,SKU002,Pants,9,150.84,0,0
2024-09-23,SKU003,Jacket,7,251.4,0,0
2024-09-23,SKU004,Dress,7,188.55,0,0
2024-09-23,SKU005,Skirt,6,163.41,0,0
2024-09-24,SKU001,Shirt,13,125.73,0,0
2024-09-24,SKU002,Pants,10,150.88,0,0
2024-09-24,SKU003,Jacket,6,251.47,0,0
2024-09-24,SKU004,Dress,8,188.6,0,0
2024-09-24,SKU005,Skirt,5,163.46,0,0
2024-09-25,SKU001,Shirt,13,125.77,0,0
2024-09-25,SKU002,Pants,11,150.92,0,0
2024-09-25,SKU003,Jacket,6,251.54,0,0
2024-09-25,SKU004,Dress,9,188.65,0,0
2024-09-25,SKU005,Skirt,4,163.5,0,0
2024-09-26,SKU001,Shirt,13,125.8,0,0
2024-09-26,SKU002,Pants,9,150.96,0,0
2024-09-26,SKU003,Jacket,6,251.6,0,0
2024-09-26,SKU004,Dress,10,188.7,0,0
2024-09-26,SKU005,Skirt,6,163.54,0,0
2024-09-27,SKU001,Shirt,12,125.83,0,0
2024-09-27,SKU002,Pants,11,151.0,0,0
2024-09-27,SKU003,Jacket,7,251.67,0,0
2024-09-27,SKU004,Dress,9,188.75,0,0
2024-09-27,SKU005,Skirt,6,163.58,0,0
2024-09-28,SKU001,Shirt,14,125.87,0,0
2024-09-28,SKU002,Pants,11,151.04,0,0
2024-09-28,SKU003,Jacket,7,251.73,0,0
2024-09-28,SKU004,Dress,9,188.8,0,0
2024-09-28,SKU005,Skirt,7,163.63,0,0
2024-09-29,SKU001,Shirt,15,125.9,0,0
2024-09-29,SKU002,Pants,10,151.08,0,0
2024-09-29,SKU003,Jacket,9,251.8,0,0
2024-09-29,SKU004,Dress,9,188.85,0,0
2024-09-29,SKU005,Skirt,6,163.67,0,0
2024-09-30,SKU001,Shirt,11,125.93,0,0
2024-09-30,SKU002,Pants,11,151.12,0,0
2024-09-30,SKU003,Jacket,6,251.86,0,0
2024-09-30,SKU004,Dress,7,188.9,0,0
2024-09-30,SKU005,Skirt,6,163.71,0,0
2024-10-01,SKU001,Shirt,14,113.37,0,1
2024-10-01,SKU002,Pants,12,136.04,0,1
2024-10-01,SKU003,Jacket,8,226.74,0,1
2024-10-01,SKU004,Dress,12,170.05,0,1
2024-10-01,SKU005,Skirt,7,147.38,0,1
2024-10-02,SKU001,Shirt,21,113.4,1,1
2024-10-02,SKU002,Pants,21,136.08,1,1
2024-10-02,SKU003,Jacket,12,226.8,1,1
2024-10-02,SKU004,Dress,16,170.1,1,1
2024-10-02,SKU005,Skirt,12,147.42,1,1
2024-10-03,SKU001,Shirt,11,113.43,0,1
2024-10-03,SKU002,Pants,13,136.11,0,1
2024-10-03,SKU003,Jacket,10,226.86,0,1
2024-10-03,SKU004,Dress,9,170.14,0,1
2024-10-03,SKU005,Skirt,8,147.46,0,1
2024-10-04,SKU001,Shirt,16,113.46,0,1
2024-10-04,SKU002,Pants,12,136.15,0,1
2024-10-04,SKU003,Jacket,8,226.91,0,1
2024-10-04,SKU004,Dress,13,170.19,0,1
2024-10-04,SKU005,Skirt,7,147.49,0,1
2024-10-05,SKU001,Shirt,16,113.49,0,1
2024-10-05,SKU002,Pants,14,136.18,0,1
2024-10-05,SKU003,Jacket,11,226.97,0,1
2024-10-05,SKU004,Dress,14,170.23,0,1
2024-10-05,SKU005,Skirt,9,147.53,0,1
2024-10-06,SKU001,Shirt,17,113.52,0,1
2024-10-06,SKU002,Pants,15,136.22,0,1
2024-10-06,SKU003,Jacket,9,227.03,0,1
2024-10-06,SKU004,Dress,13,170.27,0,1
2024-10-06,SKU005,Skirt,8,147.57,0,1
2024-10-07,SKU001,Shirt,15,113.55,0,1
2024-10-07,SKU002,Pants,11,136.26,0,1
2024-10-07,SKU003,Jacket,8,227.09,0,1
2024-10-07,SKU004,Dress,12,170.32,0,1
2024-10-07,SKU005,Skirt,7,147.61,0,1
2024-10-08,SKU001,Shirt,15,126.2,0,0
2024-10-08,SKU002,Pants,9,151.43,0,0
2024-10-08,SKU003,Jacket,7,252.39,0,0
2024-10-08,SKU004,Dress,7,189.29,0,0
2024-10-08,SKU005,Skirt,6,164.05,0,0
2024-10-09,SKU001,Shirt,10,126.23,0,0
2024-10-09,SKU002,Pants,9,151.47,0,0
2024-10-09,SKU003,Jacket,8,252.46,0,0
2024-10-09,SKU004,Dress,9,189.34,0,0
2024-10-09,SKU005,Skirt,6,164.1,0,0
2024-10-10,SKU001,Shirt,12,126.26,0,0
2024-10-10,SKU002,Pants,11,151.51,0,0
2024-10-10,SKU003,Jacket,8,252.52,0,0
2024-10-10,SKU004,Dress,8,189.39,0,0
2024-10-10,SKU005,Skirt,6,164.14,0,0
2024-10-11,SKU001,Shirt,11,126.29,0,0
2024-10-11,SKU002,Pants,10,151.55,0,0
2024-10-11,SKU003,Jacket,7,252.59,0,0
2024-10-11,SKU004,Dress,8,189.44,0,0
2024-10-11,SKU005,Skirt,4,164.18,0,0
2024-10-12,SKU001,Shirt,13,126.33,0,0
2024-10-12,SKU002,Pants,11,151.59,0,0
2024-10-12,SKU003,Jacket,8,252.65,0,0
2024-10-12,SKU004,Dress,11,189.49,0,0
2024-10-12,SKU005,Skirt,7,164.23,0,0
2024-10-13,SKU001,Shirt,15,126.36,0,0
2024-10-13,SKU002,Pants,12,151.63,0,0
2024-10-13,SKU003,Jacket,9,252.72,0,0
2024-10-13,SKU004,Dress,11,189.54,0,0
2024-10-13,SKU005,Skirt,7,164.27,0,0
2024-10-14,SKU001,Shirt,13,126.39,0,0
2024-10-14,SKU002,Pants,11,151.67,0,0
2024-10-14,SKU003,Jacket,8,252.79,0,0
2024-10-14,SKU004,Dress,7,189.59,0,0
2024-10-14,SKU005,Skirt,5,164.31,0,0
2024-10-15,SKU001,Shirt,12,126.43,0,0
2024-10-15,SKU002,Pants,9,151.71,0,0
2024-10-15,SKU003,Jacket,6,252.85,0,0
2024-10-15,SKU004,Dress,9,189.64,0,0
2024-10-15,SKU005,Skirt,5,164.35,0,0
2024-10-16,SKU001,Shirt,14,126.46,0,0
2024-10-16,SKU002,Pants,9,151.75,0,0
2024-10-16,SKU003,Jacket,7,252.92,0,0
2024-10-16,SKU004,Dress,8,189.69,0,0
2024-10-16,SKU005,Skirt,5,164.4,0,0
2024-10-17,SKU001,Shirt,13,126.49,0,0
2024-10-17,SKU002,Pants,9,151.79,0,0
2024-10-17,SKU003,Jacket,8,252.98,0,0
2024-10-17,SKU004,Dress,9,189.74,0,0
2024-10-17,SKU005,Skirt,5,164.44,0,0
2024-10-18,SKU001,Shirt,12,126.53,0,0
2024-10-18,SKU002,Pants,11,151.83,0,0
2024-10-18,SKU003,Jacket,7,253.05,0,0
2024-10-18,SKU004,Dress,9,189.79,0,0
2024-10-18,SKU005,Skirt,6,164.48,0,0
2024-10-19,SKU001,Shirt,14,126.56,0,0
2024-10-19,SKU002,Pants,9,151.87,0,0
2024-10-19,SKU003,Jacket,7,253.12,0,0
2024-10-19,SKU004,Dress,10,189.84,0,0
2024-10-19,SKU005,Skirt,7,164.53,0,0
2024-10-20,SKU001,Shirt,13,126.59,0,0
2024-10-20,SKU002,Pants,12,151.91,0,0
2024-10-20,SKU003,Jacket,8,253.18,0,0
2024-10-20,SKU004,Dress,10,189.89,0,0
2024-10-20,SKU005,Skirt,7,164.57,0,0
2024-10-21,SKU001,Shirt,15,126.62,0,0
2024-10-21,SKU002,Pants,10,151.95,0,0
2024-10-21,SKU003,Jacket,7,253.25,0,0
2024-10-21,SKU004,Dress,9,189.94,0,0
2024-10-21,SKU005,Skirt,6,164.61,0,0
2024-10-22,SKU001,Shirt,14,126.66,0,0
2024-10-22,SKU002,Pants,11,151.99,0,0
2024-10-22,SKU003,Jacket,8,253.32,0,0
2024-10-22,SKU004,Dress,9,189.99,0,0
2024-10-22,SKU005,Skirt,6,164.65,0,0
2024-10-23,SKU001,Shirt,14,126.69,0,0
2024-10-23,SKU002,Pants,10,152.03,0,0
2024-10-23,SKU003,Jacket,6,253.38,0,0
2024-10-23,SKU004,Dress,8,190.04,0,0
2024-10-23,SKU005,Skirt,6,164.7,0,0
2024-10-24,SKU001,Shirt,13,126.72,0,0
2024-10-24,SKU002,Pants,10,152.07,0,0
2024-10-24,SKU003,Jacket,7,253.45,0,0
2024-10-24,SKU004,Dress,8,190.09,0,0
2024-10-24,SKU005,Skirt,6,164.74,0,0
2024-10-25,SKU001,Shirt,13,126.76,0,0
2024-10-25,SKU002,Pants,10,152.11,0,0
2024-10-25,SKU003,Jacket,8,253.51,0,0
2024-10-25,SKU004,Dress,8,190.14,0,0
2024-10-25,SKU005,Skirt,5,164.78,0,0
2024-10-26,SKU001,Shirt,14,126.79,0,0
2024-10-26,SKU002,Pants,12,152.15,0,0
2024-10-26,SKU003,Jacket,8,253.58,0,0
2024-10-26,SKU004,Dress,11,190.18,0,0
2024-10-26,SKU005,Skirt,7,164.83,0,0
2024-10-27,SKU001,Shirt,15,126.82,0,0
2024-10-27,SKU002,Pants,11,152.19,0,0
2024-10-27,SKU003,Jacket,9,253.65,0,0
2024-10-27,SKU004,Dress,10,190.23,0,0
2024-10-27,SKU005,Skirt,8,164.87,0,0
2024-10-28,SKU001,Shirt,10,126.86,0,0
2024-10-28,SKU002,Pants,10,152.23,0,0
2024-10-28,SKU003,Jacket,8,253.71,0,0
2024-10-28,SKU004,Dress,10,190.28,0,0
2024-10-28,SKU005,Skirt,6,164.91,0,0
2024-10-29,SKU001,Shirt,13,126.89,0,0
2024-10-29,SKU002,Pants,10,152.27,0,0
2024-10-29,SKU003,Jacket,6,253.78,0,0
2024-10-29,SKU004,Dress,8,190.33,0,0
2024-10-29,SKU005,Skirt,6,164.96,0,0
2024-10-30,SKU001,Shirt,13,126.92,0,0
2024-10-30,SKU002,Pants,11,152.31,0,0
2024-10-30,SKU003,Jacket,8,253.84,0,0
2024-10-30,SKU004,Dress,9,190.38,0,0
2024-10-30,SKU005,Skirt,6,165.0,0,0
2024-10-31,SKU001,Shirt,15,126.96,0,0
2024-10-31,SKU002,Pants,11,152.35,0,0
2024-10-31,SKU003,Jacket,7,253.91,0,0
2024-10-31,SKU004,Dress,6,190.43,0,0
2024-10-31,SKU005,Skirt,6,165.04,0,0
2024-11-01,SKU001,Shirt,21,126.99,1,0
2024-11-01,SKU002,Pants,21,152.39,1,0
2024-11-01,SKU003,Jacket,17,253.98,1,0
2024-11-01,SKU004,Dress,17,190.48,1,0
2024-11-01,SKU005,Skirt,12,165.09,1,0
2024-11-02,SKU001,Shirt,17,127.02,0,0
2024-11-02,SKU002,Pants,17,152.43,0,0
2024-11-02,SKU003,Jacket,10,254.04,0,0
2024-11-02,SKU004,Dress,14,190.53,0,0
2024-11-02,SKU005,Skirt,9,165.13,0,0
2024-11-03,SKU001,Shirt,20,127.06,0,0
2024-11-03,SKU002,Pants,17,152.47,0,0
2024-11-03,SKU003,Jacket,11,254.11,0,0
2024-11-03,SKU004,Dress,13,190.58,0,0
2024-11-03,SKU005,Skirt,8,165.17,0,0
2024-11-04,SKU001,Shirt,16,127.09,0,0
2024-11-04,SKU002,Pants,13,152.51,0,0
2024-11-04,SKU003,Jacket,8,254.18,0,0
2024-11-04,SKU004,Dress,13,190.63,0,0
2024-11-04,SKU005,Skirt,7,165.21,0,0
2024-11-05,SKU001,Shirt,16,127.12,0,0
2024-11-05,SKU002,Pants,13,152.55,0,0
2024-11-05,SKU003,Jacket,9,254.24,0,0
2024-11-05,SKU004,Dress,12,190.68,0,0
2024-11-05,SKU005,Skirt,8,165.26,0,0
2024-11-06,SKU001,Shirt,13,127.15,0,0
2024-11-06,SKU002,Pants,11,152.59,0,0
2024-11-06,SKU003,Jacket,10,254.31,0,0
2024-11-06,SKU004,Dress,11,190.73,0,0
2024-11-06,SKU005,Skirt,6,165.3,0,0
2024-11-07,SKU001,Shirt,16,127.19,0,0
2024-11-07,SKU002,Pants,14,152.63,0,0
2024-11-07,SKU003,Jacket,7,254.38,0,0
2024-11-07,SKU004,Dress,10,190.78,0,0
2024-11-07,SKU005,Skirt,7,165.34,0,0
2024-11-08,SKU001,Shirt,14,127.22,0,0
2024-11-08,SKU002,Pants,14,152.67,0,0
2024-11-08,SKU003,Jacket,9,254.44,0,0
2024-11-08,SKU004,Dress,11,190.83,0,0
2024-11-08,SKU005,Skirt,8,165.39,0,0
2024-11-09,SKU001,Shirt,19,127.25,0,0
2024-11-09,SKU002,Pants,13,152.71,0,0
2024-11-09,SKU003,Jacket,13,254.51,0,0
2024-11-09,SKU004,Dress,15,190.88,0,0
2024-11-09,SKU005,Skirt,9,165.43,0,0
2024-11-10,SKU001,Shirt,16,127.29,0,0
2024-11-10,SKU002,Pants,14,152.75,0,0
2024-11-10,SKU003,Jacket,11,254.58,0,0
2024-11-10,SKU004,Dress,14,190.93,0,0
2024-11-10,SKU005,Skirt,10,165.47,0,0
2024-11-11,SKU001,Shirt,19,127.32,0,0
2024-11-11,SKU002,Pants,12,152.78,0,0
2024-11-11,SKU003,Jacket,10,254.64,0,0
2024-11-11,SKU004,Dress,11,190.98,0,0
2024-11-11,SKU005,Skirt,8,165.52,0,0
2024-11-12,SKU001,Shirt,17,127.35,0,0
2024-11-12,SKU002,Pants,14,152.82,0,0
2024-11-12,SKU003,Jacket,8,254.71,0,0
2024-11-12,SKU004,Dress,12,191.03,0,0
2024-11-12,SKU005,Skirt,5,165.56,0,0
2024-11-13,SKU001,Shirt,16,127.39,0,0
2024-11-13,SKU002,Pants,12,152.86,0,0
2024-11-13,SKU003,Jacket,9,254.77,0,0
2024-11-13,SKU004,Dress,10,191.08,0,0
2024-11-13,SKU005,Skirt,8,165.6,0,0
2024-11-14,SKU001,Shirt,19,127.42,0,0
2024-11-14,SKU002,Pants,12,152.9,0,0
2024-11-14,SKU003,Jacket,10,254.84,0,0
2024-11-14,SKU004,Dress,11,191.13,0,0
2024-11-14,SKU005,Skirt,8,165.65,0,0
2024-11-15,SKU001,Shirt,14,127.45,0,0
2024-11-15,SKU002,Pants,11,152.94,0,0
2024-11-15,SKU003,Jacket,8,254.91,0,0
2024-11-15,SKU004,Dress,10,191.18,0,0
2024-11-15,SKU005,Skirt,8,165.69,0,0
2024-11-16,SKU001,Shirt,20,127.49,0,0
2024-11-16,SKU002,Pants,15,152.98,0,0
2024-11-16,SKU003,Jacket,11,254.97,0,0
2024-11-16,SKU004,Dress,13,191.23,0,0
2024-11-16,SKU005,Skirt,9,165.73,0,0
2024-11-17,SKU001,Shirt,18,127.52,0,0
2024-11-17,SKU002,Pants,18,153.02,0,0
2024-11-17,SKU003,Jacket,11,255.04,0,0
2024-11-17,SKU004,Dress,11,191.28,0,0
2024-11-17,SKU005,Skirt,9,165.78,0,0
2024-11-18,SKU001,Shirt,18,127.55,0,0
2024-11-18,SKU002,Pants,12,153.06,0,0
2024-11-18,SKU003,Jacket,10,255.11,0,0
2024-11-18,SKU004,Dress,13,191.33,0,0
2024-11-18,SKU005,Skirt,6,165.82,0,0
2024-11-19,SKU001,Shirt,16,127.59,0,0
2024-11-19,SKU002,Pants,15,153.1,0,0
2024-11-19,SKU003,Jacket,10,255.17,0,0
2024-11-19,SKU004,Dress,11,191.38,0,0
2024-11-19,SKU005,Skirt,8,165.86,0,0
2024-11-20,SKU001,Shirt,17,127.62,0,0
2024-11-20,SKU002,Pants,14,153.14,0,0
2024-11-20,SKU003,Jacket,10,255.24,0,0
2024-11-20,SKU004,Dress,12,191.43,0,0
2024-11-20,SKU005,Skirt,8,165.91,0,0
2024-11-21,SKU001,Shirt,17,127.65,0,0
2024-11-21,SKU002,Pants,13,153.18,0,0
2024-11-21,SKU003,Jacket,11,255.31,0,0
2024-11-21,SKU004,Dress,10,191.48,0,0
2024-11-21,SKU005,Skirt,9,165.95,0,0
2024-11-22,SKU001,Shirt,19,127.69,0,0
2024-11-22,SKU002,Pants,15,153.22,0,0
2024-11-22,SKU003,Jacket,11,255.37,0,0
2024-11-22,SKU004,Dress,12,191.53,0,0
2024-11-22,SKU005,Skirt,9,165.99,0,0
2024-11-23,SKU001,Shirt,19,127.72,0,0
2024-11-23,SKU002,Pants,17,153.26,0,0
2024-11-23,SKU003,Jacket,9,255.44,0,0
2024-11-23,SKU004,Dress,12,191.58,0,0
2024-11-23,SKU005,Skirt,8,166.04,0,0
2024-11-24,SKU001,Shirt,18,127.75,0,0
2024-11-24,SKU002,Pants,14,153.3,0,0
2024-11-24,SKU003,Jacket,11,255.51,0,0
2024-11-24,SKU004,Dress,12,191.63,0,0
2024-11-24,SKU005,Skirt,8,166.08,0,0
